transaction_id,account_id,transaction_type,amount,currency,merchant_category,transaction_timestamp,transaction_status
T00000275,A000004,FEE,6229.41,GBP,INVESTMENT,2024-07-02 21:15:44,BLOCKED
T00000276,A000021,DEBIT,5256.63,EUR,GROCERY,2025-01-26 07:59:18,COMPLETED
T00000277,A000050,DEBIT,6714.58,USD,INSURANCE,2024-06-11 13:03:46,FAILED
T00000278,A000004,TRANSFER,2816.7,USD,HEALTHCARE,2025-03-04 17:55:17,COMPLETED
T00000279,A000023,CREDIT,726.61,USD,INVESTMENT,2024-09-01 00:01:29,COMPLETED
T00000280,A000079,DEBIT,1048.26,EUR,DINING,2024-01-31 00:47:52,COMPLETED
T00000281,A000091,FEE,6196.06,EUR,TRAVEL,2024-07-10 14:24:11,COMPLETED
T00000282,A000044,DEBIT,1095.93,GBP,ECOMMERCE,2024-11-28 11:33:06,COMPLETED
T00000283,A000072,CREDIT,7431.12,USD,INSURANCE,2025-02-21 06:23:03,COMPLETED
T00000284,A000094,CREDIT,1023.15,GBP,INSURANCE,2024-07-19 20:39:41,COMPLETED
T00000285,A000078,DEBIT,6471.41,INR,TRAVEL,2025-04-24 18:03:55,COMPLETED
T00000286,A000096,DEBIT,2777.75,INR,TRAVEL,2025-02-24 23:16:08,COMPLETED
T00000287,A000043,CREDIT,2125.37,USD,ATM_WITHDRAWAL,2025-02-06 03:56:00,COMPLETED
T00000288,A000007,DEBIT,5862.01,EUR,ECOMMERCE,2025-03-27 13:47:18,COMPLETED
T00000289,A000049,DEBIT,3838.52,INR,HEALTHCARE,2024-03-24 16:25:51,COMPLETED
T00000290,A000005,DEBIT,2553.14,USD,ELECTRONICS,2025-03-30 13:40:12,COMPLETED
T00000291,A000010,CREDIT,7185.5,INR,INSURANCE,2025-04-02 17:34:33,COMPLETED
T00000292,A000056,INTEREST,1324.15,USD,TRAVEL,2024-06-18 07:29:01,REVERSED
T00000293,A000053,CREDIT,5777.69,USD,ATM_WITHDRAWAL,2024-06-01 08:38:55,COMPLETED
T00000294,A000051,CREDIT,6719.64,USD,UTILITIES,2024-02-14 10:43:27,COMPLETED
T00000295,A000081,CREDIT,1601.4,USD,ATM_WITHDRAWAL,2025-05-15 02:58:59,COMPLETED
T00000296,A000015,DEBIT,3182.75,INR,TRAVEL,2024-11-24 19:48:39,COMPLETED
T00000297,A000048,FEE,2958.37,USD,ECOMMERCE,2024-05-14 08:14:14,COMPLETED
T00000298,A000073,DEBIT,6019.12,USD,DINING,2025-02-17 19:42:48,COMPLETED
T00000299,A000097,CREDIT,4431.05,EUR,UTILITIES,2025-05-09 19:29:50,COMPLETED
T00000300,A000061,CREDIT,1888.96,USD,GROCERY,2024-09-14 20:47:50,FAILED
T00000301,A000074,CREDIT,4964.08,INR,ELECTRONICS,2025-04-30 06:05:10,REVERSED
T00000302,A000025,DEBIT,3389.88,USD,ELECTRONICS,2025-03-03 21:39:54,COMPLETED
T00000303,A000094,FEE,540.76,USD,DINING,2025-03-14 10:03:22,COMPLETED
T00000304,A000002,TRANSFER,4986.35,USD,UTILITIES,2024-03-17 05:23:44,COMPLETED
T00000305,A000075,TRANSFER,7517.5,INR,TRAVEL,2025-02-06 10:24:58,FAILED
T00000306,A000045,FEE,2116.77,INR,ECOMMERCE,2024-01-20 06:16:10,COMPLETED
T00000307,A000019,CREDIT,5448.1,USD,DINING,2024-12-19 08:38:59,COMPLETED
T00000308,A000061,INTEREST,7176.77,EUR,ATM_WITHDRAWAL,2024-06-08 10:12:25,COMPLETED
T00000309,A000090,CREDIT,7780.11,USD,ECOMMERCE,2025-01-31 11:40:56,COMPLETED
T00000310,A000054,CREDIT,718.85,EUR,UTILITIES,2025-01-14 17:38:19,COMPLETED
T00000311,A000048,TRANSFER,4124.58,USD,INVESTMENT,2024-07-25 04:56:19,COMPLETED
T00000312,A000068,FEE,236.44,EUR,GROCERY,2024-05-07 01:12:14,COMPLETED
T00000313,A000047,TRANSFER,2195.45,USD,TRAVEL,2024-12-14 01:06:45,COMPLETED
T00000314,A000063,CREDIT,1424.78,INR,DINING,2024-06-25 05:57:12,COMPLETED
T00000315,A000034,TRANSFER,5512.36,USD,ELECTRONICS,2025-03-13 20:50:07,COMPLETED
T00000316,A000028,FEE,5180.8,USD,UTILITIES,2024-09-19 00:43:48,FAILED
T00000317,A000099,CREDIT,3795.41,USD,GROCERY,2024-04-24 09:11:21,COMPLETED
T00000318,A000040,TRANSFER,5676.4,EUR,DINING,2024-08-23 09:10:29,COMPLETED
T00000319,A000039,CREDIT,6595.37,USD,INVESTMENT,2024-12-05 13:37:31,COMPLETED
T00000320,A000077,CREDIT,2391.32,USD,ATM_WITHDRAWAL,2024-11-23 11:50:16,FAILED
T00000321,A000034,CREDIT,7617.74,USD,INVESTMENT,2025-01-26 08:44:56,FAILED
T00000322,A000077,CREDIT,2560.09,USD,ECOMMERCE,2025-05-25 10:45:45,COMPLETED
T00000323,A000054,CREDIT,5895.17,GBP,HEALTHCARE,2024-06-24 08:05:45,COMPLETED
T00000324,A000082,TRANSFER,7252.68,USD,ELECTRONICS,2025-03-06 23:56:34,FAILED
T00000325,A000024,DEBIT,3768.89,INR,INVESTMENT,2025-01-25 06:39:55,PENDING
T00000326,A000043,CREDIT,1781.92,EUR,UTILITIES,2025-02-07 12:03:46,COMPLETED
T00000327,A000075,DEBIT,6810.46,EUR,INSURANCE,2024-10-24 22:35:50,COMPLETED
T00000328,A000025,CREDIT,6940.64,USD,GROCERY,2025-03-21 05:29:22,COMPLETED
T00000329,A000026,DEBIT,7897.6,GBP,ELECTRONICS,2024-06-10 06:33:59,COMPLETED
T00000330,A000063,DEBIT,7893.19,USD,ECOMMERCE,2024-05-20 07:37:24,COMPLETED
T00000331,A000022,CREDIT,1271.69,INR,ELECTRONICS,2024-11-10 15:47:27,COMPLETED
T00000332,A000052,CREDIT,25000.0,INR,GROCERY,2025-04-01 11:43:53,COMPLETED
T00000333,A000068,DEBIT,5415.6,USD,DINING,2024-06-08 04:41:39,COMPLETED
T00000334,A000065,CREDIT,1340.33,USD,ATM_WITHDRAWAL,2024-08-21 18:56:35,COMPLETED
T00000335,A000044,CREDIT,5495.81,GBP,ECOMMERCE,2024-07-02 06:51:37,COMPLETED
T00000336,A000052,DEBIT,1798.45,USD,GROCERY,2024-10-28 18:22:23,COMPLETED
T00000337,A000047,TRANSFER,6338.06,INR,INVESTMENT,2024-11-15 01:46:08,COMPLETED
T00000338,A000007,CREDIT,10000.0,USD,UTILITIES,2024-03-04 19:55:33,COMPLETED
T00000339,A000090,DEBIT,5563.06,USD,TRAVEL,2024-12-05 18:56:37,COMPLETED
T00000340,A000078,TRANSFER,3353.51,USD,INSURANCE,2024-03-01 10:17:34,COMPLETED
T00000341,A000014,CREDIT,4873.97,EUR,HEALTHCARE,2024-07-02 14:55:07,COMPLETED
T00000342,A000006,CREDIT,7283.3,USD,HEALTHCARE,2024-01-02 00:27:51,COMPLETED
T00000343,A000015,TRANSFER,5353.83,USD,INVESTMENT,2024-02-08 03:41:16,FAILED
T00000344,A000083,DEBIT,7909.38,USD,TRAVEL,2025-02-20 06:21:38,FAILED
T00000345,A000038,DEBIT,5415.75,USD,GROCERY,2024-01-05 05:02:19,COMPLETED
T00000346,A000022,DEBIT,7156.75,USD,TRAVEL,2024-07-09 12:28:41,COMPLETED
T00000347,A000052,CREDIT,3655.03,INR,ECOMMERCE,2025-02-13 15:21:18,COMPLETED
T00000348,A000022,DEBIT,5570.88,GBP,ELECTRONICS,2024-02-23 15:08:49,FAILED
T00000349,A000062,TRANSFER,5428.75,USD,DINING,2024-11-09 01:02:57,FAILED
T00000350,A000094,REFUND,1049.59,USD,UTILITIES,2024-08-13 01:40:25,COMPLETED
T00000351,A000084,DEBIT,5638.02,INR,INSURANCE,2025-01-05 20:34:17,COMPLETED
T00000352,A000086,FEE,4155.2,INR,UTILITIES,2024-12-04 09:03:01,COMPLETED
T00000353,A000085,CREDIT,3082.09,INR,INSURANCE,2024-01-28 00:25:26,COMPLETED
T00000354,A000021,CREDIT,3756.97,USD,ECOMMERCE,2024-06-13 08:46:14,COMPLETED
T00000355,A000036,DEBIT,1785.54,USD,HEALTHCARE,2024-02-10 16:42:54,COMPLETED
T00000356,A000074,CREDIT,6853.43,USD,ECOMMERCE,2025-01-16 23:47:18,COMPLETED
T00000357,A000052,CREDIT,10000.0,INR,INSURANCE,2024-11-22 11:05:24,FAILED
T00000358,A000072,DEBIT,5373.44,USD,GROCERY,2025-02-22 08:06:58,COMPLETED
T00000359,A000043,CREDIT,4959.96,INR,ECOMMERCE,2024-02-28 03:32:51,COMPLETED
T00000360,A000029,DEBIT,2844.34,INR,INVESTMENT,2024-09-24 13:36:46,COMPLETED
T00000361,A000006,FEE,3941.92,INR,UTILITIES,2024-02-24 09:15:30,COMPLETED
T00000362,A000025,DEBIT,6818.29,EUR,HEALTHCARE,2025-01-01 12:18:13,COMPLETED
T00000363,A000054,DEBIT,5067.76,USD,ECOMMERCE,2024-08-22 23:58:25,COMPLETED
T00000364,A000065,DEBIT,3993.13,USD,UTILITIES,2025-03-05 21:18:12,COMPLETED
T00000365,A000066,TRANSFER,7281.9,USD,ELECTRONICS,2024-02-23 14:06:18,COMPLETED
T00000366,A000078,FEE,4035.36,GBP,HEALTHCARE,2024-05-20 14:29:09,REVERSED
T00000367,A000038,CREDIT,1071.31,INR,INVESTMENT,2024-06-02 19:56:42,FAILED
T00000368,A000092,TRANSFER,4430.88,USD,ATM_WITHDRAWAL,2024-12-17 12:34:18,FAILED
T00000369,A000017,REFUND,5202.44,USD,DINING,2024-12-29 04:12:06,COMPLETED
T00000370,A000072,CREDIT,4567.25,USD,INVESTMENT,2024-05-26 15:22:43,COMPLETED
T00000371,A000067,DEBIT,3050.06,USD,ATM_WITHDRAWAL,2025-01-19 05:51:34,BLOCKED
T00000372,A000088,DEBIT,6715.86,USD,INVESTMENT,2024-01-17 13:03:33,COMPLETED
T00000373,A000014,CREDIT,5405.83,USD,INVESTMENT,2024-07-18 08:39:02,COMPLETED
T00000374,A000090,DEBIT,5317.63,USD,DINING,2025-05-09 20:06:08,COMPLETED
T00000375,A000096,DEBIT,4966.39,EUR,HEALTHCARE,2025-04-11 23:04:31,COMPLETED
T00000376,A000083,DEBIT,4709.14,USD,HEALTHCARE,2024-05-30 16:20:27,COMPLETED
T00000377,A000088,DEBIT,7699.99,USD,GROCERY,2024-08-07 10:09:43,COMPLETED
T00000378,A000017,DEBIT,99999.0,INR,ELECTRONICS,2024-01-21 05:35:46,FAILED
T00000379,A000077,DEBIT,7459.39,INR,ECOMMERCE,2025-02-08 20:51:01,COMPLETED
T00000380,A000010,TRANSFER,2546.28,USD,TRAVEL,2025-02-06 18:23:29,COMPLETED
T00000381,A000070,CREDIT,740.1,USD,DINING,2024-06-18 13:08:10,COMPLETED
T00000382,A000097,CREDIT,3801.48,INR,GROCERY,2024-02-28 12:35:51,COMPLETED
T00000383,A000083,CREDIT,4970.95,INR,DINING,2024-07-14 04:07:40,COMPLETED
T00000384,A000070,TRANSFER,202.52,INR,INVESTMENT,2025-02-15 18:31:20,COMPLETED
T00000385,A000006,DEBIT,5213.97,USD,TRAVEL,2024-03-26 19:35:13,COMPLETED
T00000386,A000081,DEBIT,5364.33,EUR,UTILITIES,2025-03-03 03:47:01,COMPLETED
T00000387,A000090,FEE,5932.29,EUR,TRAVEL,2025-01-17 05:35:52,COMPLETED
T00000388,A000092,DEBIT,704.73,INR,INVESTMENT,2024-02-06 20:56:01,COMPLETED
T00000389,A000034,CREDIT,3611.75,USD,UTILITIES,2024-12-10 04:18:26,COMPLETED
T00000390,A000083,TRANSFER,510.58,USD,TRAVEL,2024-07-02 18:18:27,COMPLETED
T00000391,A000101,CREDIT,4854.49,GBP,UTILITIES,2024-07-21 01:07:19,COMPLETED
T00000392,A000069,DEBIT,5975.3,EUR,ATM_WITHDRAWAL,2025-05-06 23:05:05,COMPLETED
T00000393,A000087,FEE,7723.1,INR,GROCERY,2024-10-10 20:12:34,COMPLETED
T00000394,A000006,DEBIT,4775.26,GBP,ATM_WITHDRAWAL,2024-04-17 12:31:09,COMPLETED
T00000395,A000083,FEE,1143.93,INR,ATM_WITHDRAWAL,2024-04-09 04:10:23,COMPLETED
T00000396,A000073,FEE,6811.84,GBP,ECOMMERCE,2024-11-26 20:00:45,COMPLETED
T00000397,A000086,DEBIT,790.13,USD,DINING,2024-07-01 04:40:05,COMPLETED
T00000398,A000031,DEBIT,4958.03,USD,ECOMMERCE,2024-06-17 22:26:25,COMPLETED
T00000399,A000089,CREDIT,4526.59,USD,UTILITIES,2024-03-27 00:10:33,COMPLETED
T00000400,A000101,DEBIT,5919.83,EUR,ELECTRONICS,2024-12-13 12:04:18,FAILED
T00000401,A000060,CREDIT,6199.26,USD,INSURANCE,2024-02-11 10:13:00,FAILED
T00000402,A000018,FEE,1575.47,INR,TRAVEL,2025-04-01 00:40:41,COMPLETED
T00000403,A000081,DEBIT,4657.21,INR,GROCERY,2024-10-09 09:29:19,COMPLETED
T00000404,A000070,CREDIT,6202.7,USD,INSURANCE,2025-01-10 10:35:41,COMPLETED
T00000405,A000065,CREDIT,3177.3,INR,INSURANCE,2024-12-16 06:02:17,COMPLETED
T00000406,A000018,CREDIT,1437.27,INR,ELECTRONICS,2025-01-11 17:36:13,PENDING
T00000407,A000006,DEBIT,3903.7,USD,GROCERY,2024-12-08 07:31:42,COMPLETED
T00000408,A000047,DEBIT,7343.63,USD,DINING,2024-02-22 18:58:57,COMPLETED
T00000409,A000036,TRANSFER,2110.21,USD,UTILITIES,2024-07-06 21:23:48,COMPLETED
T00000410,A000010,CREDIT,3013.75,USD,DINING,2025-02-22 12:33:44,COMPLETED
T00000411,A000062,FEE,57.75,USD,HEALTHCARE,2024-02-09 18:44:01,COMPLETED
T00000412,A000028,DEBIT,1263.07,EUR,HEALTHCARE,2024-07-31 12:01:23,COMPLETED
T00000413,A000062,CREDIT,3834.77,INR,UTILITIES,2024-01-12 08:52:18,COMPLETED
T00000414,A000074,CREDIT,1082.12,EUR,ELECTRONICS,2024-01-29 06:03:22,COMPLETED
T00000415,A000024,CREDIT,3246.62,INR,ATM_WITHDRAWAL,2025-04-29 03:07:19,COMPLETED
T00000416,A000078,REFUND,6939.08,EUR,INSURANCE,2024-03-14 21:12:48,COMPLETED
T00000417,A000024,CREDIT,4088.89,INR,ECOMMERCE,2024-11-01 21:30:10,COMPLETED
T00000418,A000049,DEBIT,873.02,EUR,INVESTMENT,2024-12-16 15:17:03,COMPLETED
T00000419,A000078,DEBIT,3809.57,USD,INVESTMENT,2024-09-14 04:16:43,COMPLETED
T00000420,A000085,DEBIT,4829.78,EUR,UTILITIES,2024-09-24 15:18:59,COMPLETED
T00000421,A000006,CREDIT,3434.51,USD,UTILITIES,2024-06-28 21:26:47,COMPLETED
T00000422,A000098,TRANSFER,4611.09,USD,HEALTHCARE,2025-04-10 03:03:06,COMPLETED
T00000423,A000070,CREDIT,1516.22,INR,INSURANCE,2024-09-24 04:17:24,COMPLETED
T00000424,A000049,CREDIT,5503.7,USD,ELECTRONICS,2024-08-06 23:43:23,COMPLETED
T00000425,A000034,FEE,3391.37,USD,UTILITIES,2025-01-21 07:24:58,COMPLETED
T00000426,A000101,CREDIT,1433.86,USD,ATM_WITHDRAWAL,2024-10-22 12:32:15,COMPLETED
T00000427,A000051,TRANSFER,6840.72,INR,ECOMMERCE,2025-02-04 05:53:26,COMPLETED
T00000428,A000066,CREDIT,2710.81,INR,GROCERY,2024-03-23 14:10:00,REVERSED
T00000429,A000001,TRANSFER,6586.93,INR,TRAVEL,2024-02-02 09:34:43,COMPLETED
T00000430,A000011,CREDIT,5797.34,USD,INVESTMENT,2024-05-26 21:45:11,COMPLETED
T00000431,A000100,TRANSFER,5124.13,USD,INVESTMENT,2024-05-26 07:05:25,COMPLETED
T00000432,A000077,CREDIT,5589.11,INR,DINING,2024-05-02 23:50:54,COMPLETED
T00000433,A000021,DEBIT,2211.12,INR,UTILITIES,2024-10-27 07:17:35,COMPLETED
T00000434,A000095,TRANSFER,7353.82,INR,INVESTMENT,2025-04-13 21:13:26,COMPLETED
T00000435,A000036,DEBIT,7704.64,USD,GROCERY,2024-05-13 06:22:22,COMPLETED
T00000436,A000014,CREDIT,4027.84,USD,INVESTMENT,2025-05-04 09:22:56,FAILED
T00000437,A000074,DEBIT,3544.94,USD,HEALTHCARE,2025-01-22 12:22:00,REVERSED
T00000438,A000059,CREDIT,7172.71,USD,ATM_WITHDRAWAL,2024-02-04 13:55:57,COMPLETED
T00000439,A000029,CREDIT,1843.29,GBP,INVESTMENT,2024-10-01 00:21:14,COMPLETED
T00000440,A000034,DEBIT,748.61,EUR,TRAVEL,2024-10-10 06:29:54,COMPLETED
T00000441,A000046,DEBIT,4591.83,INR,HEALTHCARE,2024-09-12 07:16:10,COMPLETED
T00000442,A000031,FEE,1658.2,USD,INSURANCE,2024-07-01 05:40:46,COMPLETED
T00000443,A000016,INTEREST,5408.12,INR,INVESTMENT,2025-05-05 01:32:19,COMPLETED
T00000444,A000048,CREDIT,3941.26,EUR,ATM_WITHDRAWAL,2024-09-08 06:39:29,BLOCKED
T00000445,A000066,DEBIT,1780.63,USD,UTILITIES,2024-09-01 19:41:19,COMPLETED
T00000446,A000045,DEBIT,5492.28,GBP,INVESTMENT,2024-08-23 11:29:33,COMPLETED
T00000447,A000002,CREDIT,3038.53,USD,ATM_WITHDRAWAL,2024-04-05 19:58:21,COMPLETED
T00000448,A000035,CREDIT,4906.61,USD,HEALTHCARE,2024-08-02 13:33:19,COMPLETED
T00000449,A000052,DEBIT,1443.21,INR,HEALTHCARE,2025-02-20 03:38:10,COMPLETED
T00000450,A000031,CREDIT,6851.19,EUR,ELECTRONICS,2024-08-30 00:21:16,COMPLETED
T00000451,A000064,DEBIT,7146.7,USD,DINING,2025-02-06 17:43:02,COMPLETED
T00000452,A000072,FEE,386.44,USD,HEALTHCARE,2025-02-20 09:15:30,COMPLETED
T00000453,A000081,DEBIT,5958.02,USD,INVESTMENT,2025-04-22 09:22:59,COMPLETED
T00000454,A000053,DEBIT,6939.61,USD,INSURANCE,2024-11-28 23:38:02,COMPLETED
T00000455,A000100,DEBIT,2604.1,INR,ECOMMERCE,2025-03-31 02:51:17,COMPLETED
T00000456,A000037,CREDIT,7652.97,INR,DINING,2024-08-03 22:59:02,COMPLETED
T00000457,A000052,TRANSFER,575.4,USD,DINING,2024-11-30 10:36:28,COMPLETED
T00000458,A000078,CREDIT,2173.63,EUR,DINING,2025-01-17 21:22:08,COMPLETED
T00000459,A000058,CREDIT,1475.17,INR,ATM_WITHDRAWAL,2025-04-26 02:54:54,COMPLETED
T00000460,A000051,DEBIT,515.02,USD,GROCERY,2025-01-29 14:27:17,COMPLETED
T00000461,A000011,DEBIT,4946.73,GBP,UTILITIES,2024-06-07 08:21:02,COMPLETED
T00000462,A000037,CREDIT,1015.66,USD,GROCERY,2024-12-05 12:59:31,FAILED
T00000463,A000042,FEE,3740.21,GBP,INVESTMENT,2024-08-15 04:55:09,REVERSED
T00000464,A000090,CREDIT,4728.69,INR,INSURANCE,2024-08-10 19:03:30,COMPLETED
T00000465,A000069,DEBIT,2780.61,EUR,ECOMMERCE,2024-06-06 13:19:03,COMPLETED
T00000466,A000020,DEBIT,5.74,EUR,DINING,2024-05-26 17:04:58,COMPLETED
T00000467,A000089,INTEREST,7575.93,USD,UTILITIES,2025-02-12 10:39:53,COMPLETED
T00000468,A000001,CREDIT,1512.62,USD,HEALTHCARE,2024-03-24 23:31:11,COMPLETED
T00000469,A000049,DEBIT,638.28,USD,INSURANCE,2025-02-17 09:53:53,COMPLETED
T00000470,A000096,CREDIT,2154.23,USD,ELECTRONICS,2024-05-28 04:01:04,COMPLETED
T00000471,A000080,CREDIT,5605.28,USD,ELECTRONICS,2024-01-26 19:28:39,COMPLETED
T00000472,A000014,DEBIT,1004.69,USD,TRAVEL,2024-03-18 00:32:10,COMPLETED
T00000473,A000044,CREDIT,6286.87,USD,GROCERY,2024-06-18 02:55:15,COMPLETED
T00000474,A000019,DEBIT,6206.35,USD,HEALTHCARE,2025-04-03 09:06:18,COMPLETED
T00000475,A000002,DEBIT,6146.32,INR,ECOMMERCE,2024-05-06 01:13:12,COMPLETED
T00000476,A000095,TRANSFER,4171.51,USD,ATM_WITHDRAWAL,2025-04-24 11:45:44,COMPLETED
T00000477,A000094,DEBIT,7499.68,USD,ATM_WITHDRAWAL,2024-04-11 13:07:21,FAILED
T00000478,A000086,DEBIT,907.86,USD,ELECTRONICS,2025-02-10 10:03:08,COMPLETED
T00000479,A000051,TRANSFER,76.39,INR,ECOMMERCE,2024-12-18 21:42:26,COMPLETED
T00000480,A000099,DEBIT,1265.8,INR,GROCERY,2024-01-31 12:56:38,COMPLETED
T00000481,A000090,CREDIT,863.6,USD,INVESTMENT,2025-02-07 23:28:15,COMPLETED
T00000482,A000057,TRANSFER,175.72,INR,ATM_WITHDRAWAL,2025-04-05 01:26:15,COMPLETED
T00000483,A000057,CREDIT,4344.16,INR,INVESTMENT,2024-06-27 11:47:05,COMPLETED
T00000484,A000036,FEE,4791.45,USD,INVESTMENT,2024-03-20 16:21:41,COMPLETED
T00000485,A000034,CREDIT,3635.36,USD,ELECTRONICS,2025-03-28 00:40:53,COMPLETED
T00000486,A000047,TRANSFER,1914.1,INR,INVESTMENT,2025-02-23 14:06:29,COMPLETED
T00000487,A000088,CREDIT,4413.99,USD,DINING,2024-02-26 03:30:16,COMPLETED
T00000488,A000009,DEBIT,7502.71,USD,TRAVEL,2024-09-05 06:58:35,COMPLETED
T00000489,A000074,CREDIT,3111.85,INR,INSURANCE,2024-05-11 01:47:13,COMPLETED
T00000490,A000078,TRANSFER,109.62,INR,TRAVEL,2024-08-27 23:15:44,COMPLETED
T00000491,A000072,TRANSFER,7123.99,INR,GROCERY,2025-02-25 22:27:42,COMPLETED
T00000492,A000006,TRANSFER,6676.48,USD,INVESTMENT,2024-02-19 03:41:07,COMPLETED
T00000493,A000069,DEBIT,1548.99,INR,ELECTRONICS,2024-10-12 20:19:16,COMPLETED
T00000494,A000014,TRANSFER,4614.63,INR,UTILITIES,2025-03-28 03:47:24,COMPLETED
T00000495,A000024,CREDIT,4040.02,USD,INSURANCE,2024-08-14 12:49:39,FAILED
T00000496,A000071,REFUND,2600.61,INR,UTILITIES,2025-02-26 11:46:35,COMPLETED
T00000497,A000073,CREDIT,3003.63,INR,DINING,2025-05-07 16:28:17,COMPLETED
T00000498,A000051,DEBIT,282.13,USD,ELECTRONICS,2025-05-23 10:59:22,COMPLETED
T00000499,A000029,DEBIT,2522.66,GBP,ATM_WITHDRAWAL,2025-04-15 20:09:29,COMPLETED
T00000500,A000074,INTEREST,1241.94,USD,ELECTRONICS,2024-05-15 13:21:54,FAILED
T00000501,A000032,DEBIT,6489.54,USD,HEALTHCARE,2025-01-10 02:48:38,COMPLETED
T00000502,A000062,DEBIT,6606.51,INR,TRAVEL,2024-10-31 23:23:01,COMPLETED
T00000503,A000094,TRANSFER,3055.46,GBP,DINING,2024-06-27 15:48:45,COMPLETED
T00000504,A000016,FEE,1817.61,INR,GROCERY,2024-11-20 23:01:02,COMPLETED
T00000505,A000040,CREDIT,2557.94,USD,HEALTHCARE,2024-03-19 01:50:21,COMPLETED
T00000506,A000051,REFUND,6023.96,USD,UTILITIES,2024-05-28 14:21:24,COMPLETED
T00000507,A000044,DEBIT,4573.67,USD,TRAVEL,2024-07-23 18:16:14,COMPLETED
T00000508,A000090,DEBIT,1083.29,USD,INSURANCE,2024-04-10 20:25:53,COMPLETED
T00000509,A000095,CREDIT,1942.31,USD,INSURANCE,2024-02-15 04:05:49,COMPLETED
T00000510,A000055,DEBIT,1527.97,INR,ATM_WITHDRAWAL,2024-03-27 12:43:58,COMPLETED
T00000511,A000057,CREDIT,3526.51,USD,DINING,2024-03-20 03:07:27,COMPLETED
T00000512,A000007,DEBIT,4969.91,EUR,ATM_WITHDRAWAL,2024-01-08 12:29:53,COMPLETED
T00000513,A000015,DEBIT,3772.17,INR,HEALTHCARE,2024-04-14 19:53:40,COMPLETED
T00000514,A000034,CREDIT,4986.22,INR,GROCERY,2024-07-11 21:13:35,FAILED
T00000515,A000068,DEBIT,1366.71,INR,INSURANCE,2024-05-18 01:55:57,COMPLETED
T00000516,A000002,DEBIT,5284.68,EUR,DINING,2025-03-18 03:55:41,COMPLETED
T00000517,A000084,DEBIT,7838.44,INR,DINING,2024-09-05 21:44:23,COMPLETED
T00000518,A000024,DEBIT,7734.5,INR,GROCERY,2024-05-06 19:16:31,COMPLETED
T00000519,A000063,DEBIT,1260.26,USD,ATM_WITHDRAWAL,2024-04-30 18:15:00,COMPLETED
T00000520,A000008,CREDIT,7030.02,EUR,GROCERY,2025-04-28 20:12:17,PENDING
T00000521,A000029,DEBIT,7177.92,USD,UTILITIES,2024-09-23 22:17:54,FAILED
T00000522,A000088,DEBIT,1926.68,GBP,INSURANCE,2024-06-17 16:21:13,COMPLETED
T00000523,A000027,CREDIT,4650.34,USD,ELECTRONICS,2024-06-07 19:04:16,FAILED
T00000524,A000056,REFUND,7806.34,GBP,ELECTRONICS,2024-06-11 02:28:08,COMPLETED
T00000525,A000093,DEBIT,2544.19,INR,DINING,2025-03-26 15:04:29,REVERSED
T00000526,A000039,CREDIT,7470.48,GBP,ATM_WITHDRAWAL,2024-03-18 06:50:32,COMPLETED
T00000527,A000024,DEBIT,7887.71,INR,INSURANCE,2024-04-28 21:42:46,COMPLETED
T00000528,A000088,DEBIT,640.41,USD,INSURANCE,2024-08-28 23:39:00,COMPLETED
T00000529,A000050,CREDIT,1104.41,USD,GROCERY,2025-04-18 09:49:30,PENDING
T00000530,A000029,TRANSFER,7906.01,USD,ECOMMERCE,2025-03-19 22:27:59,COMPLETED
T00000531,A000042,FEE,7101.26,INR,INSURANCE,2025-01-11 13:50:56,COMPLETED
T00000532,A000051,CREDIT,5941.03,USD,GROCERY,2024-09-23 03:58:48,COMPLETED
T00000533,A000006,FEE,1969.54,GBP,GROCERY,2024-10-12 14:06:17,COMPLETED
T00000534,A000081,INTEREST,1522.85,EUR,ATM_WITHDRAWAL,2024-08-24 06:03:41,COMPLETED
T00000535,A000079,FEE,5521.17,USD,ECOMMERCE,2024-02-16 18:13:42,COMPLETED
T00000536,A000100,CREDIT,7155.15,USD,DINING,2024-08-18 00:54:25,COMPLETED
T00000537,A000076,FEE,7166.88,USD,DINING,2024-12-20 23:36:50,FAILED
T00000538,A000021,TRANSFER,992.74,USD,DINING,2024-02-13 19:04:17,COMPLETED
T00000539,A000094,TRANSFER,4095.77,USD,UTILITIES,2024-01-23 06:13:18,FAILED
T00000540,A000073,FEE,6902.07,USD,GROCERY,2024-08-02 11:12:58,COMPLETED
T00000541,A000099,INTEREST,2313.8,EUR,HEALTHCARE,2024-01-02 22:40:00,COMPLETED
T00000542,A000002,CREDIT,6844.01,USD,ECOMMERCE,2024-05-01 07:53:46,COMPLETED
T00000543,A000061,CREDIT,3537.79,USD,INVESTMENT,2024-05-22 22:33:53,COMPLETED
T00000544,A000027,DEBIT,1190.31,USD,GROCERY,2024-12-07 21:02:51,COMPLETED
T00000545,A000039,DEBIT,706.18,GBP,ELECTRONICS,2024-12-10 10:21:14,COMPLETED
T00000546,A000089,CREDIT,4580.4,GBP,INSURANCE,2024-07-03 01:18:17,COMPLETED
T00000547,A000039,DEBIT,7180.75,INR,INVESTMENT,2024-02-03 10:39:42,COMPLETED
T00000548,A000016,CREDIT,2198.98,USD,HEALTHCARE,2024-11-09 02:07:06,COMPLETED
T00000549,A000094,REFUND,4233.93,INR,INSURANCE,2025-04-23 10:27:22,COMPLETED
